source,title_clean,date,url,vader_sentiment,vader_score,topic_cluster,topic_label,counties_mentioned,commodities_mentioned
Kenya News Agency,Kenya opens Africa’s biggest flower expo with calls for export reforms in trade and logistics,2025-06-03 17:58:48,https://www.kenyanews.go.ke/kenya-opens-africas-biggest-flower-expo-with-calls-for-export-reforms-in-trade-and-logistics/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Scaling data and innovation to enhance soil fertility and health across Africa,2025-06-03 17:49:18,https://www.kenyanews.go.ke/scaling-data-and-innovation-to-enhance-soil-fertility-and-health-across-africa/,Positive,0.3818,4,Soil & Yield Improvement,[],[]
Kenya News Agency,Government injects Sh20 million to upgrade Luanda Ginnery in Busia,2025-06-03 14:14:27,https://www.kenyanews.go.ke/government-injects-sh20-million-to-upgrade-luanda-ginnery-in-busia/,Neutral,0.0,2,Cash Crops (Tea/Coffee/Sugar),['Busia'],[]
Kenya News Agency,State in fresh drive to enforce 50-kg Irish potato bag rules,2025-06-03 13:44:34,https://www.kenyanews.go.ke/state-in-fresh-drive-to-enforce-50-kg-irish-potato-bag-rules/,Positive,0.3182,5,General Farming & Seeds,[],[]
Kenya News Agency,Farmers in Makueni County trained on new technologies food preservation,2025-06-03 10:53:40,https://www.kenyanews.go.ke/farmers-in-makueni-county-trained-on-new-technologies-food-preservation/,Neutral,0.0,5,General Farming & Seeds,['Makueni'],[]
Kenya News Agency,PS Mang’eni champions edible oil farming in Busia,2025-06-01 16:44:22,https://www.kenyanews.go.ke/ps-mangeni-champions-edible-oil-farming-in-busia/,Positive,0.5267,5,General Farming & Seeds,['Busia'],[]
Kenya News Agency,Juncao grass offers hope to Turkana livestock keepers,2025-06-01 16:05:12,https://www.kenyanews.go.ke/juncao-grass-offers-hope-to-turkana-livestock-keepers/,Positive,0.4404,0,Livestock & Disease,['Turkana'],[]
Kenya News Agency,"Govt restocks Turkwel Dam with 80,000 fingerlings",2025-05-31 18:12:45,https://www.kenyanews.go.ke/govt-restocks-turkwel-dam-with-80000-fingerlings/,Neutral,0.0,3,Dairy & Macadamia,[],[]
Kenya News Agency,State to purchase all Mwea rice in stock,2025-05-31 12:00:19,https://www.kenyanews.go.ke/state-to-purchase-all-mwea-rice-in-stock/,Neutral,0.0,5,General Farming & Seeds,[],['Rice']
Kenya News Agency,Kenya and Brazil sign MOU to promote agriculture,2025-05-30 16:45:41,https://www.kenyanews.go.ke/kenya-and-brazil-sign-mou-to-promote-agriculture/,Positive,0.3818,5,General Farming & Seeds,[],[]
Kenya News Agency,WoFaAK Vihiga Chapter Hosts Empowerment Event to Promote Agro-Processing,2025-05-30 16:03:26,https://www.kenyanews.go.ke/151435-2/,Positive,0.3818,5,General Farming & Seeds,['Vihiga'],[]
Kenya News Agency,Boost for Murang’a avocado farmers as county launches first modern packaging plant,2025-05-30 15:50:29,https://www.kenyanews.go.ke/boost-for-muranga-avocado-farmers-as-county-launches-first-modern-packaging-plant/,Positive,0.4019,1,Government Programmes,[],['Avocado']
Kenya News Agency,Funding livestock disease management,2025-05-30 11:15:56,https://www.kenyanews.go.ke/funding-livestock-disease-management/,Neutral,0.0,0,Livestock & Disease,[],[]
Kenya News Agency,Boost for coffee farmers as county constructs warehouse for storage,2025-05-28 16:38:26,https://www.kenyanews.go.ke/boost-for-coffee-farmers-as-county-constructs-warehouse-for-storage/,Positive,0.4019,1,Government Programmes,[],['Coffee']
Kenya News Agency,Turkana scales up targeted livestock vaccination,2025-05-28 14:38:44,https://www.kenyanews.go.ke/turkana-scales-up-targeted-livestock-vaccination/,Neutral,0.0,0,Livestock & Disease,['Turkana'],[]
Kenya News Agency,Migori County Lags Behind in Oil Crop Production,2025-05-28 14:34:09,https://www.kenyanews.go.ke/migori-county-lag-behind-in-oil-crop-production/,Negative,-0.3612,5,General Farming & Seeds,['Migori'],[]
Kenya News Agency,Youth urged to embrace aquaculture,2025-05-27 17:01:48,https://www.kenyanews.go.ke/youth-urged-to-embrace-aquaculture/,Positive,0.3182,4,Soil & Yield Improvement,[],[]
Kenya News Agency,Dairy farmer excels in rural Vihiga,2025-05-27 12:15:03,https://www.kenyanews.go.ke/dairy-farmer-excels-in-rural-vihiga/,Positive,0.5423,5,General Farming & Seeds,['Vihiga'],[]
Kenya News Agency,Challenges facing animal feeds industry in Nyahururu town,2025-05-26 15:13:54,https://www.kenyanews.go.ke/challenges-facing-animal-feeds-industry-in-nyahururu-town/,Positive,0.0772,5,General Farming & Seeds,[],[]
Kenya News Agency,Sowing seeds of hope in Elgeyo Marakwet’s green revolution,2025-05-26 15:09:48,https://www.kenyanews.go.ke/sowing-seeds-of-hope-in-elgeyo-marakwets-green-revolution/,Positive,0.4404,5,General Farming & Seeds,['Elgeyo Marakwet'],[]
Kenya News Agency,Governor dismisses Egerton’s report on Nyandarua potato farming,2025-05-26 14:59:17,https://www.kenyanews.go.ke/governor-dismisses-egertons-report-on-nyandarua-potato-farming/,Neutral,0.0,5,General Farming & Seeds,['Nyandarua'],[]
Kenya News Agency,Coffee farming revived in Vihiga County to boost economy and livelihoods,2025-05-26 10:16:21,https://www.kenyanews.go.ke/coffee-farming-revived-in-vihiga-county-to-boost-economy-and-livelihoods/,Positive,0.5574,1,Government Programmes,['Vihiga'],['Coffee']
Kenya News Agency,Kericho Bets Big on Ward-Based Cooperatives to Revolutionize Farming,2025-05-24 17:02:44,https://www.kenyanews.go.ke/kericho-bets-big-on-ward-based-cooperatives-to-revolutionize-farming/,Neutral,0.0,5,General Farming & Seeds,['Kericho'],[]
Kenya News Agency,Government Issues Free Coffee Seedlings to Boost Coffee Farming in Busia,2025-05-24 14:16:55,https://www.kenyanews.go.ke/government-issues-free-coffee-seedlings-to-boost-coffee-farming-in-busia/,Positive,0.7184,2,Cash Crops (Tea/Coffee/Sugar),['Busia'],['Coffee']
Kenya News Agency,"Government to triple coffee production within five years, CS Oparanya",2025-05-24 13:14:04,https://www.kenyanews.go.ke/government-to-triple-coffee-production-within-five-years-cs-oparanya/,Neutral,0.0,2,Cash Crops (Tea/Coffee/Sugar),[],['Coffee']
Kenya News Agency,KALRO expands certified seed access with New Mkulima Shop in Kericho,2025-05-23 17:58:52,https://www.kenyanews.go.ke/kalro-expands-certified-seed-access-with-new-mkulima-shop-in-kericho/,Positive,0.1027,5,General Farming & Seeds,['Kericho'],[]
Kenya News Agency,County routes for climate-smart agriculture to boost potato production,2025-05-23 17:04:16,https://www.kenyanews.go.ke/county-routes-for-climate-smart-agriculture-to-boost-potato-production/,Positive,0.4019,1,Government Programmes,[],[]
Kenya News Agency,Farmers gain vital insights from agriculture expo on sustainable & resilient farming,2025-05-23 14:23:24,https://www.kenyanews.go.ke/farmers-gain-vital-insights-from-agriculture-expo-on-sustainable-resilient-farming/,Positive,0.6808,5,General Farming & Seeds,[],[]
Kenya News Agency,FINAS 2025 summit closes with a call to re-think financing for the agricultural sector,2025-05-23 14:13:23,https://www.kenyanews.go.ke/finas-2025-summit-closes-with-a-call-to-re-think-financing-for-the-agricultural-sector/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Experts to meet and address matters Biotechnology,2025-05-23 11:28:02,https://www.kenyanews.go.ke/experts-to-meet-and-address-matters-biotechnology/,Neutral,0.0258,5,General Farming & Seeds,[],[]
Kenya News Agency,Establishing robust testing key in fighting Maize Lethal Necrosis,2025-05-23 11:23:58,https://www.kenyanews.go.ke/establishing-robust-testing-key-in-fighting-maize-lethal-necrosis/,Neutral,-0.0258,5,General Farming & Seeds,[],['Maize']
Kenya News Agency,"Let your ideas make economic sense before venturing, Youths Urged",2025-05-22 16:29:13,https://www.kenyanews.go.ke/let-your-ideas-make-sense-before-venturing-youths-urged/,Neutral,0.0,4,Soil & Yield Improvement,[],[]
Kenya News Agency,Power of financial inclusion making small holder farmer bankable,2025-05-22 15:40:51,https://www.kenyanews.go.ke/power-of-financial-inclusion-making-small-holder-farmer-bankable/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Government unveils bold reforms to boost tea sector and farmers’ welfare,2025-05-22 11:25:11,https://www.kenyanews.go.ke/government-unveils-bold-reforms-to-boost-tea-sector-and-farmers-welfare/,Positive,0.6486,2,Cash Crops (Tea/Coffee/Sugar),[],['Tea']
Kenya News Agency,County Launches Tea Buying Centre and Agricultural Equipment for Belgut Farmers,2025-05-22 11:13:34,https://www.kenyanews.go.ke/county-launches-tea-buying-centre-and-agricultural-equipment-for-belgut-farmers/,Neutral,0.0,1,Government Programmes,[],['Tea']
Kenya News Agency,Apiculture yields Sh19.23 billion in GDP,2025-05-21 16:03:02,https://www.kenyanews.go.ke/apiculture-yields-sh19-23-billion-in-gdp/,Neutral,0.0,4,Soil & Yield Improvement,[],[]
Kenya News Agency,Caring for Chicken to Minimise the Mortality Rate,2025-05-21 15:47:52,https://www.kenyanews.go.ke/caring-for-chicken-to-minimise-the-mortality-rate/,Positive,0.4939,5,General Farming & Seeds,[],[]
Kenya News Agency,Mangu Ward benefit from Agricultural revitalization Program,2025-05-21 14:30:11,https://www.kenyanews.go.ke/mangu-ward-benefit-from-agricultural-revitalization-program/,Positive,0.4588,5,General Farming & Seeds,[],[]
Kenya News Agency,Weeds and pest killers a threat to bees’ survival,2025-05-21 14:21:02,https://www.kenyanews.go.ke/weeds-and-pest-killers-a-threat-to-bees-survival/,Negative,-0.8271,5,General Farming & Seeds,[],[]
Kenya News Agency,The COMESA variety catalogue database ensures reliable quality of seeds,2025-05-21 09:51:10,https://www.kenyanews.go.ke/the-comesa-variety-catalogue-database-ensures-reliable-quality-of-seeds/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Kenya collaborates with regional states to ensure access to improved seeds varieties,2025-05-20 17:18:42,https://www.kenyanews.go.ke/kenya-collaborates-with-regional-states-to-ensure-access-to-improved-seeds-varieties/,Positive,0.6908,5,General Farming & Seeds,[],[]
Kenya News Agency,FINAS 2025 conference Kicks Off,2025-05-20 16:23:22,https://www.kenyanews.go.ke/finas-2025-conference-kicks-off/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,"Expect even higher payouts, coffee farmers told",2025-05-20 16:04:08,https://www.kenyanews.go.ke/expect-even-higher-payouts-coffee-farmers-told/,Neutral,0.0,5,General Farming & Seeds,[],['Coffee']
Kenya News Agency,Cassava: The smart crop transforming lives in Elgeyo Marakwet’s Kerio Valley,2025-05-18 11:36:10,https://www.kenyanews.go.ke/cassava-the-smart-crop-transforming-lives-in-elgeyo-marakwets-kerio-valley/,Positive,0.4019,5,General Farming & Seeds,['Elgeyo Marakwet'],['Cassava']
Kenya News Agency,"Uasin Gishu coffee farmers to receive 200,000 to boost production",2025-05-18 11:07:16,https://www.kenyanews.go.ke/uasin-gishu-coffee-farmers-to-receive-200000-to-boost-production/,Positive,0.4019,1,Government Programmes,['Uasin Gishu'],['Coffee']
Kenya News Agency,Youth embrace zero-waste model rabbit rearing venture,2025-05-17 15:43:37,https://www.kenyanews.go.ke/youth-embrace-zero-waste-model-rabbit-rearing-venture/,Positive,0.3182,5,General Farming & Seeds,[],[]
Kenya News Agency,Kwale farmers embrace climate resilience agriculture to increase productivity,2025-05-17 13:44:15,https://www.kenyanews.go.ke/kwale-farmers-embrace-climate-resilience-agriculture-to-increase-productivity/,Positive,0.5574,5,General Farming & Seeds,['Kwale'],[]
Kenya News Agency,Farmers benefit with quality seeds and modern farming techniques,2025-05-15 17:46:26,https://www.kenyanews.go.ke/farmers-benefit-with-quality-seeds-and-modern-farming-techniques/,Positive,0.4588,5,General Farming & Seeds,[],[]
Kenya News Agency,Rooted in resilience: How cassava is powering Kenya’s climate-smart future,2025-05-15 17:05:55,https://www.kenyanews.go.ke/rooted-in-resilience-how-cassava-is-powering-kenyas-climate-smart-future/,Neutral,0.0,5,General Farming & Seeds,[],['Cassava']
Kenya News Agency,Success by Kelcop creating jobs in the country through livestock production,2025-05-15 15:14:55,https://www.kenyanews.go.ke/success-by-kelcop-creating-jobs-in-the-country-through-livestock-production/,Positive,0.7096,0,Livestock & Disease,[],[]
Kenya News Agency,Keiyo residents receive heifers from the county government,2025-05-15 15:11:10,https://www.kenyanews.go.ke/keiyo-residents-receive-heifers-from-the-county-government/,Neutral,0.0,2,Cash Crops (Tea/Coffee/Sugar),[],[]
Kenya News Agency,IFAD conducts KeLCoP mid-term review in Kakamega County,2025-05-15 14:54:28,https://www.kenyanews.go.ke/ifad-conducts-kelcop-mid-term-review-in-kakamega-county/,Neutral,0.0,5,General Farming & Seeds,['Kakamega'],[]
Kenya News Agency,Dairy farmers urged to leverage on ongoing rains for fodder,2025-05-14 15:12:31,https://www.kenyanews.go.ke/dairy-farmers-urged-to-leverage-on-on-going-rains-for-fodder/,Neutral,0.0,4,Soil & Yield Improvement,[],[]
Kenya News Agency,Agricultural experts vouche for organic urban farming,2025-05-14 15:02:03,https://www.kenyanews.go.ke/agricultural-experts-vouche-for-organic-urban-farming/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Nairobi to host International Floriculture Expo in June,2025-05-14 10:26:32,https://www.kenyanews.go.ke/nairobi-to-host-international-floriculture-expo-in-june/,Neutral,0.0,5,General Farming & Seeds,['Nairobi'],[]
Kenya News Agency,Farmers Adopt Smart Agriculture for Sustainability,2025-05-13 12:35:23,https://www.kenyanews.go.ke/farmers-adopt-smart-agriculture-for-sustainability/,Positive,0.5267,5,General Farming & Seeds,[],[]
Kenya News Agency,Nakuru governor spearheads revival of pyrethrum growing,2025-05-13 11:20:52,https://www.kenyanews.go.ke/nakuru-governor-spearheads-revival-of-pyrethrum-growing/,Positive,0.1779,5,General Farming & Seeds,['Nakuru'],[]
Kenya News Agency,"Over 25,000 goats and sheep vaccinated and treated",2025-05-13 10:20:08,https://www.kenyanews.go.ke/over-25000-goats-and-sheep-vaccinated-and-treated/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Cane Farmers Demand Sony Sugar Company to Settle Sh317 Million Debts,2025-05-12 09:24:38,https://www.kenyanews.go.ke/cane-farmers-demand-sony-sugar-company-to-settle-sh317-million-debts/,Negative,-0.128,2,Cash Crops (Tea/Coffee/Sugar),[],['Sugar']
Kenya News Agency,Government completes the leasing process of four sugar factories,2025-05-11 15:30:03,https://www.kenyanews.go.ke/government-completes-the-leasing-process-of-four-sugar-factories/,Neutral,0.0,2,Cash Crops (Tea/Coffee/Sugar),[],['Sugar']
Kenya News Agency,Government to pay dues owed to sugarcane farmers and sugar factory workers,2025-05-10 16:07:05,https://www.kenyanews.go.ke/government-to-pay-dues-owed-to-sugarcane-farmers-and-sugar-factory-workers/,Negative,-0.1027,2,Cash Crops (Tea/Coffee/Sugar),[],['Sugar']
Kenya News Agency,Siaya County trains farmers on good practices,2025-05-09 14:45:26,https://www.kenyanews.go.ke/siaya-county-trains-farmers-on-good-practices/,Positive,0.4404,5,General Farming & Seeds,['Siaya'],[]
Kenya News Agency,Organization equips village-based agents with skills to bolster agribusiness,2025-05-09 13:31:02,https://www.kenyanews.go.ke/organization-equips-village-based-agents-with-skills-to-bolster-agribusiness/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Government assures the public on the safety of GMO products,2025-05-09 12:53:19,https://www.kenyanews.go.ke/government-assures-the-public-on-the-safety-of-gmo-products/,Positive,0.6249,2,Cash Crops (Tea/Coffee/Sugar),[],[]
